192,196,197,198,195,197,199,199,197,199,195,194,199,196,193,198,195,194,198,193,196,192,198,194,195,193,199,194,198,199,193,197,195,193,192,197,195,198,195,197,198,196,193,196,195,197,196,194,194,192,196,194,193,199,193,199,199,194,193,196,195,192,197,194,195,196,196,195,193,194,195,199,198,199,194,199,192,192,197,195,199,199,194,194,199,196,197,195,194,193,193,546,482,486,480,485
199,194,193,197,197,197,192,198,194,195,195,198,194,192,192,192,195,193,193,194,198,194,199,198,199,196,197,199,195,193,196,196,194,196,198,195,199,196,198,197,195,197,197,198,194,196,193,193,196,195,199,196,199,195,197,194,195,197,193,192,197,197,192,192,197,198,196,193,193,194,195,195,195,198,195,194,199,197,197,193,199,192,196,198,199,194,199,193,515,577,577,578,481,483,487,481
192,194,192,193,195,198,198,197,195,195,192,195,198,193,198,195,194,196,193,195,192,193,198,198,195,193,197,192,194,196,196,195,194,199,192,193,192,192,192,198,193,193,194,198,193,198,198,198,195,195,195,199,194,193,197,192,196,195,198,196,192,198,198,195,199,194,194,196,196,195,198,199,197,192,194,193,192,192,196,193,193,194,195,192,199,195,197,515,578,486,480,484,485,485,481,481
195,193,196,192,195,197,195,193,193,197,192,194,194,199,193,195,198,196,196,198,198,198,198,193,192,197,194,196,196,192,197,193,194,196,194,192,194,194,195,199,196,197,194,199,196,198,194,194,193,192,197,192,192,199,195,199,192,196,194,192,192,196,195,197,195,194,199,196,199,194,193,195,199,196,193,197,193,196,196,192,192,192,198,195,195,197,515,578,487,481,481,481,487,482,483,482
194,194,192,196,197,198,194,192,197,192,197,193,193,194,196,195,194,192,192,197,199,197,192,198,195,193,193,193,196,198,198,196,192,193,198,199,198,197,194,192,194,199,193,197,193,198,193,198,198,192,192,196,192,194,198,199,198,195,198,195,196,193,198,196,195,195,194,193,199,199,199,194,192,195,199,192,192,198,196,193,193,196,196,193,197,197,546,481,485,487,483,480,487,483,480,480
196,194,192,197,199,193,194,196,193,197,192,196,199,196,195,194,196,199,198,196,195,196,192,199,196,193,192,194,193,196,198,197,196,192,198,193,195,196,198,194,199,196,198,195,195,199,199,192,194,199,192,196,195,194,193,195,192,193,192,196,193,194,192,194,195,195,198,198,194,199,197,198,198,193,197,194,193,195,196,194,199,195,195,196,192,195,546,482,485,483,487,487,482,483,480,484
192,193,195,196,196,193,192,199,193,192,196,192,197,196,194,194,192,196,193,195,194,196,194,192,196,194,197,199,195,197,195,196,198,193,196,195,192,197,194,198,193,199,196,198,194,195,198,197,199,195,197,194,198,195,194,199,195,193,195,195,194,196,198,192,192,198,198,194,195,198,198,199,192,194,193,192,193,198,198,192,192,193,196,198,199,198,546,481,483,486,482,480,487,480,481,483
193,199,192,192,195,192,197,192,196,193,198,198,198,197,192,198,195,199,198,194,193,194,199,195,195,197,199,193,196,198,197,193,196,194,194,198,192,192,196,192,198,193,196,193,198,192,198,194,194,195,194,192,192,199,192,198,195,195,192,198,197,199,196,198,199,195,192,193,199,198,193,195,197,198,197,199,198,197,194,193,194,193,194,196,196,515,578,483,484,481,480,487,486,481,482,481
196,192,199,198,194,199,198,196,195,194,193,197,198,198,194,192,197,198,192,195,199,193,192,198,195,192,196,198,193,196,194,193,192,194,194,196,198,196,192,198,199,198,197,193,195,197,193,194,196,194,198,199,192,197,198,196,195,199,193,195,197,195,196,194,192,195,193,193,193,192,198,192,197,199,197,195,194,198,197,192,196,196,194,197,197,546,484,481,481,485,484,484,481,483,487,483
192,198,195,199,194,195,197,195,192,196,198,192,194,195,195,196,197,197,199,193,198,195,198,192,192,198,195,196,196,192,196,195,195,198,199,197,195,192,195,192,195,192,199,193,193,195,198,196,197,197,193,194,197,192,199,194,199,198,195,194,192,198,199,192,199,196,193,195,193,198,192,199,193,199,194,194,193,193,195,195,193,198,199,196,198,546,485,482,487,485,485,487,486,485,481,483
195,192,198,197,194,195,195,194,192,197,196,196,195,197,196,199,196,194,193,194,197,195,196,195,196,197,198,196,195,199,196,199,194,198,193,196,194,193,194,194,198,198,196,193,192,195,192,196,196,197,196,198,194,196,194,193,198,192,195,193,197,194,193,198,193,198,195,194,198,195,196,199,197,195,193,195,198,197,194,197,199,199,193,192,197,546,481,480,487,484,487,480,480,480,482,481
197,192,196,195,197,198,195,196,198,197,192,195,193,193,192,199,199,195,198,194,197,196,194,195,192,197,194,199,195,199,196,195,197,195,196,197,199,197,194,193,196,197,192,195,198,199,199,198,196,199,195,199,192,199,197,192,194,197,196,193,197,194,197,196,199,194,196,193,194,192,199,197,199,195,193,196,193,196,196,194,197,196,192,192,199,546,487,487,487,486,484,483,486,487,483,485
193,192,192,195,197,196,197,193,193,199,193,192,198,197,198,197,199,192,192,197,198,194,198,195,197,198,199,195,198,195,199,197,194,199,198,196,192,195,195,192,199,194,192,198,193,198,193,192,195,198,194,193,193,195,192,199,196,194,195,199,196,192,195,192,196,198,193,192,192,195,199,192,195,198,199,193,193,197,194,195,196,196,199,199,196,546,487,484,481,481,486,480,486,486,482,487
199,197,198,198,196,199,197,195,194,197,195,198,193,198,193,195,196,193,193,198,199,194,194,194,195,198,192,194,197,197,199,198,196,195,196,192,193,194,192,199,193,199,193,199,193,198,192,198,197,196,194,194,193,197,198,195,198,196,199,194,199,196,193,193,194,194,192,192,197,192,199,192,198,192,198,197,196,199,199,192,195,194,193,193,194,546,484,483,483,481,480,482,482,481,482,483
